0 13823.685547 0.000000
1 13147.912109 7024.088867
2 13174.914062 4976.692871
3 13046.890625 4434.942383
4 12860.136719 4358.277344
5 12657.941406 4299.579590
6 12302.021484 4205.536133
7 12349.068359 3355.594971
8 11623.706055 3318.206543
9 11005.416992 2820.792236
10 10645.582031 2379.762695
11 10313.540039 2335.145508
12 9916.464844 2005.590210
13 9972.803711 1987.937500
14 9905.981445 1898.002563
15 9869.914062 1890.472900
16 9946.385742 1821.229736
17 9823.555664 1691.827881
18 9514.423828 1608.863525
19 9281.384766 1608.863525
20 9090.724609 1568.568481
21 8282.690430 1348.420654
22 7770.026367 1348.420654
23 8237.453125 1275.885010
24 8343.366211 1270.714355
25 8255.781250 1270.714355
26 8040.074707 1270.714355
27 7789.083984 1270.714355
28 7584.217773 1270.714355
29 7178.880371 1270.714355
30 7007.546875 1266.219482
31 6841.444336 1181.624268
32 6672.524902 1088.723267
33 6487.454590 1088.723267
34 6240.477539 921.784973
35 6578.018066 828.591125
36 6076.941406 828.591125
37 6316.756348 828.591125
38 6238.583984 828.591125
39 5671.528809 828.591125
40 5784.731934 828.591125
41 5359.516113 749.145630
42 5708.034668 749.145630
43 5885.948730 731.835632
44 5470.490723 731.835632
45 5493.958984 731.835632
46 5871.461426 731.835632
47 5853.834961 712.840881
48 5579.524902 709.342651
49 5479.894043 709.342651
50 4739.971680 709.342651
51 4737.054688 709.342651
52 4471.090332 709.342651
53 4626.980469 709.342651
54 4828.181152 596.500061
55 5228.105469 596.500061
56 5313.560059 596.500061
57 5676.138672 576.066223
58 5396.526367 551.291504
59 5542.841309 524.582397
60 5444.557129 524.582397
61 5328.742676 524.582397
62 5077.927734 524.582397
63 5008.167480 524.582397
64 4969.501465 524.582397
65 4954.605469 524.582397
66 5147.805664 524.582397
67 5136.880371 524.582397
68 5362.224609 408.908997
69 5459.972656 408.908997
70 5675.736816 408.908997
71 5686.649902 408.908997
72 5703.186523 408.908997
73 5281.013672 402.400787
74 5151.468262 401.315948
75 5213.138672 369.499146
76 4978.923340 369.283386
77 4715.238770 369.283386
78 4792.795410 369.283386
79 4743.397949 369.283386
80 4686.755371 369.283386
81 4458.748535 369.283386
82 4139.458984 345.847076
83 4125.728027 345.847076
84 4444.847168 345.847076
85 4284.440430 339.417786
86 4278.911133 281.663239
87 4238.683594 281.663239
88 4471.429688 281.663239
89 4097.435547 281.663239
90 3968.968262 281.663239
91 3689.069336 281.663239
92 3294.002930 281.663239
93 3202.657959 281.663239
94 3273.446777 281.663239
95 3391.027344 279.876221
96 3671.715820 279.876221
97 3600.730225 279.876221
98 3663.446289 258.588135
99 3548.534668 258.588135
100 3503.718994 254.917191
101 3110.700195 238.302124
102 2924.236328 238.302124
103 2524.576660 238.302124
104 2529.894043 238.302124
105 2787.779785 238.302124
106 2650.602051 211.556076
107 2917.685059 211.556076
108 3118.823486 211.556076
109 3320.166992 211.556076
110 3265.232178 211.556076
111 3031.343262 211.556076
112 3021.020508 203.132263
113 3029.168213 188.086563
114 2787.419189 188.086563
115 2898.341309 188.086563
116 2678.811279 187.241898
117 2453.232422 187.241898
118 2683.644531 187.241898
119 2875.517578 165.123795
120 2903.844482 120.918007
121 2640.777100 120.918007
122 2372.661133 120.918007
123 2551.662109 120.918007
124 2508.561279 108.597923
125 2826.048340 97.448471
126 2588.422852 97.448471
127 2565.910400 97.448471
128 2622.815918 65.330376
129 2558.388916 65.330376
130 2261.299316 65.330376
131 2197.177979 65.330376
132 2252.815186 65.330376
133 1799.336060 54.338188
134 1772.758911 54.338188
135 1801.096558 54.338188
136 1700.072754 54.338188
137 1893.557251 54.338188
138 1774.060913 53.741577
139 1880.436646 53.741577
140 2429.022705 53.741577
141 2192.239746 53.741577
142 2732.799805 53.741577
143 3142.683350 53.741577
144 3013.443604 53.741577
145 3239.724609 53.741577
146 3310.426270 53.741577
147 3131.608643 45.982708
148 3092.437744 45.982708
149 3373.968506 45.982708
150 3056.380615 45.982708
151 3336.643066 41.687450
152 3553.487061 41.687450
153 4037.561523 41.687450
154 4114.609375 41.687450
155 4218
